"Address","PickupDay","SweepWeek","GarbageHauler","RecycleHauler","YardTrimHauler","NCUDate","StreetNumber","ZIP","WaterCompany"
"1560 MICHIGAN AV, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1560","95002","San Jose Water Company, 408-279-7900"
"1560 MICHIGAN AV UNIT 1/2, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1560","95002","San Jose Water Company, 408-279-7900"
"1558 MICHIGAN AV, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1558","95002","San Jose Municipal Water System, 408-535-3500"
"1480 MICHIGAN AV, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1480","95002","San Jose Municipal Water System, 408-535-3500"
"1455 STATE ST, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1455","95002","San Jose Municipal Water System, 408-535-3500"
"1452 WABASH ST, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1452","95002","San Jose Municipal Water System, 408-535-3500"
"1416 WABASH ST, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1416","95002","San Jose Municipal Water System, 408-535-3500"
"1410 WABASH ST, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1410","95002","San Jose Municipal Water System, 408-535-3500"
"2033 STONEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2033","95132","San Jose Water Company, 408-279-7900"
"2027 STONEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2027","95132","San Jose Water Company, 408-279-7900"
"2021 STONEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2021","95132","San Jose Water Company, 408-279-7900"
"2015 STONEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2015","95132","San Jose Water Company, 408-279-7900"
"2009 STONEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2009","95132","San Jose Water Company, 408-279-7900"
"2003 STONEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2003","95132","San Jose Water Company, 408-279-7900"
"1989 STONEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","1989","95132","San Jose Water Company, 408-279-7900"
"1981 STONEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","1981","95132","San Jose Water Company, 408-279-7900"
"1973 STONEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","1973","95132","San Jose Water Company, 408-279-7900"
"1965 STONEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","1965","95132","San Jose Water Company, 408-279-7900"
"3402 SAGEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3402","95132","San Jose Water Company, 408-279-7900"
"3406 SAGEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3406","95132","San Jose Water Company, 408-279-7900"
"3410 SAGEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3410","95132","San Jose Water Company, 408-279-7900"
"3414 SAGEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3414","95132","San Jose Water Company, 408-279-7900"
"3418 SAGEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3418","95132","San Jose Water Company, 408-279-7900"
"3422 SAGEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3422","95132","San Jose Water Company, 408-279-7900"
"3444 SAGEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3444","95132","San Jose Water Company, 408-279-7900"
"3448 SAGEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3448","95132","San Jose Water Company, 408-279-7900"
"3452 SAGEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3452","95132","San Jose Water Company, 408-279-7900"
"3456 SAGEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3456","95132","San Jose Water Company, 408-279-7900"
"3462 SAGEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3462","95132","San Jose Water Company, 408-279-7900"
"3369 CROPLEY CT, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3369","95132","San Jose Water Company, 408-279-7900"
"3365 CROPLEY CT, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3365","95132","San Jose Water Company, 408-279-7900"
"3361 CROPLEY CT, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3361","95132","San Jose Water Company, 408-279-7900"
"3357 CROPLEY CT, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3357","95132","San Jose Water Company, 408-279-7900"
"3353 CROPLEY CT, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3353","95132","San Jose Water Company, 408-279-7900"
"3349 CROPLEY CT, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3349","95132","San Jose Water Company, 408-279-7900"
"3345 CROPLEY CT, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3345","95132","San Jose Water Company, 408-279-7900"
"3341 CROPLEY CT, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3341","95132","San Jose Water Company, 408-279-7900"
"3337 CROPLEY CT, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3337","95132","San Jose Water Company, 408-279-7900"
"3333 CROPLEY CT, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3333","95132","San Jose Water Company, 408-279-7900"
"3327 CROPLEY AV, SAN JOSE, CA 95132","FRI","NONHAUL-CITY","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3327","95132","San Jose Water Company, 408-279-7900"
"3581 CROPLEY AV, SAN JOSE, CA 95132","FRI","NONHAUL-CITY","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3581","95132","San Jose Water Company, 408-279-7900"
"3577 CROPLEY AV, SAN JOSE, CA 95132","FRI","NONHAUL-CITY","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3577","95132","San Jose Water Company, 408-279-7900"
"3573 CROPLEY AV, SAN JOSE, CA 95132","FRI","NONHAUL-CITY","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3573","95132","San Jose Water Company, 408-279-7900"
"3561 CROPLEY AV, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3561","95132","San Jose Water Company, 408-279-7900"
"2023 SEEBECK CT, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2023","95132","San Jose Water Company, 408-279-7900"
"2031 SEEBECK CT, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2031","95132","San Jose Water Company, 408-279-7900"
"2032 SEEBECK CT, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2032","95132","San Jose Water Company, 408-279-7900"
"2024 SEEBECK CT, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2024","95132","San Jose Water Company, 408-279-7900"
"2016 SEEBECK CT, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2016","95132","San Jose Water Company, 408-279-7900"
"2008 SEEBECK CT, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2008","95132","San Jose Water Company, 408-279-7900"
"2006 MINTO DR, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2006","95132","San Jose Water Company, 408-279-7900"
"2012 MINTO DR, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2012","95132","San Jose Water Company, 408-279-7900"
"2018 MINTO DR, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2018","95132","San Jose Water Company, 408-279-7900"
"2024 MINTO DR, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2024","95132","San Jose Water Company, 408-279-7900"
"5134 ARCHANGEL DR, ALVISO, CA 95002","MON","NONHAUL-PRIVATE","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","5134","95002","San Jose Municipal Water System, 408-535-3500"
"5130 ARCHANGEL DR, ALVISO, CA 95002","MON","NONHAUL-PRIVATE","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","5130","95002","San Jose Municipal Water System, 408-535-3500"
"5126 ARCHANGEL DR, ALVISO, CA 95002","MON","NONHAUL-PRIVATE","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","5126","95002","San Jose Municipal Water System, 408-535-3500"
"3019 VIA DEL CORONADO, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","3019","95132","San Jose Water Company, 408-279-7900"
"3011 VIA DEL CORONADO, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","3011","95132","San Jose Water Company, 408-279-7900"
"1922 JUNEWOOD AV, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","1922","95132","San Jose Water Company, 408-279-7900"
"1928 JUNEWOOD AV, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","1928","95132","San Jose Water Company, 408-279-7900"
"1934 JUNEWOOD AV, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","1934","95132","San Jose Water Company, 408-279-7900"
"3002 VIA MONTEZ, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","3002","95132","San Jose Water Company, 408-279-7900"
"3004 VIA MONTEZ, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","3004","95132","San Jose Water Company, 408-279-7900"
"3008 VIA MONTEZ, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","3008","95132","San Jose Water Company, 408-279-7900"
"3022 VIA MONTEZ, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","3022","95132","San Jose Water Company, 408-279-7900"
"1995 PLAZA MONTEZ, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","1995","95132","San Jose Water Company, 408-279-7900"
"1983 PLAZA MONTEZ, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","1983","95132","San Jose Water Company, 408-279-7900"
"1971 PLAZA MONTEZ, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","1971","95132","San Jose Water Company, 408-279-7900"
